Question ID	Question	ROBERTA_Prediction	ROBERTA_Model
What are the relatives of the rugby player one of whose relatives is Nick Williams?	3738	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Where is the venue of the History of Penny Arcade Expo located?	3741	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Which city which owns Boundary Dam and was the place for Soccer Bowl '76?	3751	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
What are the beverages whose origin is England?	3752	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
List down the opponents of Frank Stilwell?	3753	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
How many subjects are covered in the publications of Doubleday?	3756	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Miguel de Cervantes wrote the musical extended from which book?	3757	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
What is the debut team of the football player whose college is UCLA Bruins football?	3759	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
What are some cartoons distributed by a subsidiary of Time Warner?	3774	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Fairfield, Connecticut is hometown to which persons?	3778	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Which borough of the Corringham railway station is also the local authority of Buckhurst Hill County High School ?	3779	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Where did Allama Matthews study?	3787	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
What is the nationality of the chancellor who was served by Michael Mayr?	3789	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Who is the writer with notable works like Adventures of Huckleberry Finn and The Adventures of Tom Sawyer?	3796	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
How many politicians are there from the city of Ganges?	3797	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
How many games are played at universities affiliated with the Association of Southeast Asian Institutions of Higher Learning?	3831	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Where does the network cofounded by Seewoosagur Ramgoolam air its shows?	3836	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Which sports exist in the universities whose president is Emanuel de Guzman?	3837	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
What is the common official residence of Lezlee Westine and Arnold W. Braswell?	3844	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Louis Dunbar is the coach of which basketball team ?	3845	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Do the White Plains Road lie in the Bronx county?	3846	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
What team had the debut of Marv Throneberry and Curt Coleman?	3868	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
How many characters are there in The Office?	3871	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
What is the place of death of the lieutenant of Frank Steunenberg?	3872	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Name the branch of Carroll E. Lanier ?	3883	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Which magazines were founded by ann Wenner ?	3886	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Did Johann Gottfried Galle invent Neptune?	3895	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
How many information appliance are manufactured by companies located in Taiwan?	3897	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Who is the writer of mark twain Tonight?	3900	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
What is the debut team of people born in Vargas?	3908	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Which companies have Kumho Asiana Group as their parent company?	3909	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Name the television program voiced by Isaac Hayes and aired on Comedy Central?	3921	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
How many guests have been there on broadway?	3926	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
In which areas can I find wine made of Vitis vinifera grapes?	3929	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
List bacterias whose order is Bacillales and division is Firmicutes?	3932	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
How many companies have developed cross platformed software?	3936	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Was Class Conflict an interest of Karl Marx?	3938	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
How many different organizations own the railway lines which are a part of Norfolk Southern Railway?	3945	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
What is the job of the George Arceneaux, Jr. which is also the office of the Blanche Bruce?	3946	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Which royalty's spouse is Ptolemy XIV of Egypt?	3949	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Which race is the Best Mate is also the race of the Martin Molony?	3950	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Was the body of Elsie Paroubek discovered in Chicago?	3955	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Who designed the stadiums which have been rented by Oakland athletics?	3964	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
How many different people have been in any political seat in places which are under the Indian Standard timezone?	3966	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
For how many PMs did the politician work, whose successor was Kingsley Wood?	3974	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Who wrote the play in which a character called Stella Kowalski exists?	3978	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
How many things belong to phylum of Chordate?	3983	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Count the number of people became famous for when Andrew Jackson was a commander ?	3986	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Count the writers whose work has been played in NY?	3987	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
What is the draft team of the Antoine Bibeau and also had player named Nathan Dempsey?	3995	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
How many movies have their music signed up with Sony Music Entertainment.	3998	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Was james watt a mechanical engineer?	4008	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
How many groups speak the English Language?	4010	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Which animator of Tommy Tucker's Tooth is also the film director of Alice's Wonderland ?	4034	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
What was created by Larry David and Jerry Seinfeld?	4035	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Is the Caterpullar 797F assembled in North America?	4039	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Music of how many things has been given by Akira Ifukube?	4045	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Pointe d'Aveneyre belongs to which mountain range?	4049	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Who is the office holder whose resting place is Monticello?	4051	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Where are the tombstones of the successors of Edward Wolcott?	4053	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Who are the associated musical artist of Carolyn Dennis?	4054	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Who is the parent organization of Get TV is also the label provider of I Pray on CHristmas ?	4055	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Who wrote A house not meant to stand and Akale?	4064	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Through which important cities the does the river originating from the Duwamish, flow?	4065	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
The fugitive Kind and the Notebook of Trigorin is written by what author?	4066	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
What are the television shows whose company is owned by Viacom?	4067	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
What is the origin of Xynisteri?	4070	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Who gave the musical score of 9 to 5 (musical) ?	4071	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Who all were venerated in Islam?	4084	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
List the websites which the authors of Tornado own ?	4087	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
What is the field of interest of the advisor of Henri Maspero ?	4088	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
What did other artists associated with the Shirelles make?	4099	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Count the band members of Skull Gang?	4101	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Whcih land of Citi Trends is also the constituency of Malik Al-Hassan Yakubu ?	4105	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
What are the important buildings of the architect whose one of the significant building is Krasnye Vorota?	4110	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Which band produced the album Aida?	4114	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
How many movies have been directed by Orson Welles ?	4115	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
What do the banks owned by Norwegian ministry of finance produce?	4116	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Is Greg Weeks the band member of Beyond the Sixth Seal?	4126	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Name the television show voiced by April Stewart and Eliza Schneider?	4128	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Is Robin Gibb the singer of Oh! Darling?	4129	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Which borough is common for Duddeston and Bordesley railway station ?	4131	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
What are some famous veterinary physicians known for?	4143	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Is the Hyundai Lavita assembled in Kulim?	4146	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Is the national endowment of arts under the jurisdiction of federal government of US?	4155	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Which employer of Michael M. Sears is also the producer of Delta III ?	4158	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
where did Deion Sanders debut?	4167	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
What is the total number of professions in which someone who has suicided worked?	4171	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
How many leagues have used the O.co Coliseum?	4174	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
What kind of games are made by Interplay Entertainment?	4175	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
List all the writers of the comics which has Robert Bernstein as one of the writer ?	4185	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Does Chicago own the Monroe Station?	4199	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Does KOMC play Gospel Music?	4201	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
What are some developers which use Emacs Lisp in their projects?	4203	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Where common region are soylent and bannock sold?	4210	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Which hub of Cascade Airways is also the resting place of Brandon Lee ?	4214	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Who was the head coach of Middlesbrough F.C. season 2006-7 also the coach of England national under 21 footbal team ?	4219	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
How many players are in the San Francisco Giants?	4221	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Which company developed the language designed by Lars Bak?	4224	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
When did Aghasalim Childagh die?	4225	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Name all the hubs of the airlines whose one of the hubs is Selangir ?	4235	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Who starred in Nothing in Common and produced From the Earth to the Moon?	4236	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Who is the builder of the Stadium of Costa Rica women's national football team?	4238	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
How many awards have been given to the ones who died of lung cancer?	4244	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
What is the home stadium of Kenya's women national football team ?	4250	1	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Count the birthplaces of recepients of the National Museum of Racing and Hall of Fame.	4252	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Which military conflict took place in Israel and had commander as Jaber Al-Ahmad Al-Sabah?	4254	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Which mainter of Pandaruan Bridge is also the land of Malaysia junior Hockey league ?	4260	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
What is the parent company of PrivateCore?	4273	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Over how many cities did the Bellaton MMA, Season 11 take place?	4274	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Waddy wachtel did the music for what movies?	4275	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
What show has writing of Erik Jendresen and Graham Yost?	4280	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Where in the us military did pierre r graham and edwin f hunter work?	4282	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Count the number of ingredient of the foods which have one of the ingredient is Pork ?	4283	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Who is associated to the predecessor of Dan Mica?	4286	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
What is the birthplace of the netball player who is the relative of Rachel Rasmussen ?	4288	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
List the awards given to the key people in Pixar ?	4296	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
People born in Saint-Amand-en-Puisaye are famous for what things ?	4306	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
List the goverener of Winston Bryant?	4308	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Name the movie whose director is Stanley Kubrick and editor is Anthony Harvey?	4309	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Name the musician who was given label by Celluloid Records and has been associated with Africa'70 ?	4310	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
List all the movies whose directors were born in Kenosha, Wisconsin?	4312	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Which educational institutes have campuses at Iowa and Indiana ?	4317	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
What mascot of the Galatasaray Handball Team is also the team name of Cristo Rey Jesuit high School ?	4318	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Which countries led by Elizabeth II?	4320	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
What municipalities are adjacent to Chne-Bougeries?	4334	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Which scientist is known for writing Philosophi Naturalis Principia Mathematica?	4335	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
What is the profession of the William Luther Hill and also the office of the Richard Coke ?	4336	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Los Angeles Lakers is the team of which basketball players?	4339	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
To which state George M. Chilcott  belong ?	4340	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Ricky Gervais is the executive producer of the series having how many fictional characters?	4341	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Which TV show's company is PlayTone and is produced by Stephen E. Ambrose ?	4349	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Count the different genres of games published by Titus Software	4350	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
What is the national origin of Dornier Aerodyne and Hirth Acrostar ?;	4358	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Who is considered to be the deciding person when it comes to crustaceans from the Balanidae family?	4364	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Who is related to Kelly Osbourne & Ozzy Osbourne?	4370	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
City of Miami Cemetery is the governing body of which city?	4374	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
What are some things people born in Louisiana are famous for?	4375	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
What is the  name of the television show whose developer is J. Michael Straczynski and actor is Jason Carter (actor)?	4377	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Who are the people whose phD advisor was Harry Harlow?	4382	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Is Pulau Ubin the largest city of Singapore?	4384	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Which sitcoms are made by a company headquartered in NYC?	4385	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
In how many places have people canonized by John Paul II died?	4387	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Count the number of members of the organization which have Austria as one of the member ?	4399	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Who is the builder of Presidio Santa Cruz de Terrenate ?	4406	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Which broad cast area of CFRX is the country of North America Poker Tour ?	4412	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
How many bacterias have taxonomy as Bacillales and domain as Bacteria?	4415	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Give me some nominees of politicians in the US?	4437	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
In which races have Tillingdale's horses participated?	4439	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Where can one find the Dzogchen Ponolop Rinpoche?	4448	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
What is the resting place of the child of Linda Lee Cadwell?	4458	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Which indian party has won the arunachal pradesh elections of 2014, and has been in the 4th legislative assembly?	4462	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
What is the party of the politicians whose children is Sanjay Gandhi ?	4464	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Name the fictional character whose species is American Pekin duck and has relatives named Ludwig Von Drake?	4480	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
How many people work in the Massachusetts house of Representatives?	4490	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Which serving railway line of the Daund Junction railway station is the home port of INS Viraat ?	4495	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Name the route start of Saint Petersburg  Moscow Railway ?	4497	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Does the mississippi orignate in the clearwater county, minnesota?	4504	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Who succeeded Lucius Crus as an office holder?	4515	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
What show had NTSC format and theme music composed byRon Grainer?	4519	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Who was once married to both Kelly Brook and Rosie Huntington-Whiteley?	4520	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Name the ones who debuted in the San Francisco 49ers.	4525	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Which sea is surrounded by Rostock and Kaliningrad?	4531	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Who owns the airport in Paphos?	4543	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
List the destinations of Novair International Airways ?	4547	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Is Christchurch the largest city of South Island?	4551	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Where did the conflict take place where Louis Briere de I'Isle was a commander?	4565	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Which religions are followed by people in England?	4573	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Which televison shows have location as Massachusetts ?	4574	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Name the river mouth of Moordener Kill ?	4587	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Of the places where Kurt Vonnegut Memorial Library exists, where did Louis LeCocq die?	4588	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Which company developed Google Web Toolkit and Google custom search?	4593	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
From where did Ben Wilson (American football) do his highscool?	4596	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Which sports are played in the school which runs the Fr. Agnel Stadium?	4597	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Katharevousa writers have been given which awards?	4601	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
List the subjects of the books whose one of the topics is Pau Broca ?	4607	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
How many movies are distributed by Cinema International Corporation?	4618	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Which American football player is a former team player of Indianapolis Colts and current team is Michigan Wolverines?	4621	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Which person works at the American Magazine?	4623	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Who are the tenants of the stadium where the UFC 140 is located?	4625	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
What is the name of the homeground of football team Panionios G.S.S.?	4642	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
How many teams was Garry Unger in, previously?	4644	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
How many people play for the Dallas Cowboys?	4648	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Where did the people die who were known for Young Life?	4650	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Give me a count of movies whose editor is Mark Stevens?	4653	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Who are the  judges of the television show whose anchor is Josh Groban?	4654	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
How many people have trained the wrestlers who were billed in Wisconsin?	4663	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
What are on the borders of Shimsa Plateau?	4667	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Estimate the number of sports divisions at the universities under international association of universities.	4676	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Where did the  designer of Monument to Salavat Yulaev die?	4684	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
What is the club of Perianne Jones ?	4685	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Spanish harlem incident and girl from the north country were originally composed by whom?	4690	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Who is the  distributor of Rev (drink) ?	4703	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
What is the allegiance of Albert Kwesi Ocran ?	4707	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
What is the state whose largest city is Denver?	4718	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Give me some TV stations whose network's main language is American English?	4719	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
How many television shows have  Fox Broadcasting Company as their channel?	4727	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Who is the child of John Tyler, Sr.?	4736	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Name the part of Liverpool city region >	4741	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
What is the launch site of the Juno I which was also the ground of 2016 Fort Lauderdale Strikers season ?	4744	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
What are the mascots of the teams participating in the Turkish Handball Super League?	4747	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Which automobile platform provider of Chiva bus is also the parent company of the Ford Falcon Cobra ?	4752	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
List all the children of Barbara Bush?	4754	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
What are the houses of legislature in the political leader's seat of Medininagar?	4759	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
How many universities are in the National Collegiate Athletic Association?	4764	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
What are some cars related to the ones with a V8?	4765	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Is Fluidinfo written in PostgreSQL language?	4768	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Who currently operates the railway lines one of whose stockholder is Chicago, St Paul, Minneapolis and Omaha railway?	4769	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
How many ingedients are required to make the Ragout Fin?	4773	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Which developer of  the Spider-Man: Edge of Time is the  successor of PlayStation 2 ?	4778	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Brian Moriarty designed video games written by whom?	4784	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
For how many different presidents have people in the Continental Army served?	4786	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Was John muir one of the first to ascend a mountain on Mt hoffmann?	4795	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Which constructor's team won the 1967 Mexican Grand Prix ?	4804	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Which company created BASIC and Language Integrated Query ?	4808	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Among which basket ball team having arena as The Palace of Auburn hills has president as Stan Van Gundy ?	4810	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Whose mayors are affiliated with Christen-Democratisch en Vlaams?	4818	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Where was Juno I launched from ?	4819	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
What company is the one which wrote the google web toolkit and PlayN?	4820	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Was Michael Schumacher the Pole driver of 1994 Spanish Grand Prix?	4833	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Is San Salvador Island a part of the Bahamas?	4837	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Which  NASA astronaut was on mission Gemini 8?	4839	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
South Side elevated railroad and twin cities 400 are operated by which city?	4840	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
What awards were presented to the person who produced Paradise place?	4849	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Who were the first drivers in the grand prix which took place at Autodromo Enzo e Dino Ferrari?	4855	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
How many cars succeed the cars assembled in Canada?	4856	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Count the number of sports played by university which also plays Taekwondo ?	4871	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Which hockey team is head coached by Bill Peters?	4875	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Name the people living in a place governed by William W Brien?	4894	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Who was the parent of person whose child is William C P breckinridge?	4898	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
During the reigns of which monarchs was the name to the Israelite kingdom as United Monarch?	4918	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Tell me the total number of organizations who maintain the bridges made by the malaysian PWD?	4919	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Which  person has opponent Ike Clanton?	4923	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
In how many different places are Brown haired models living?	4929	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Name the origins of the river with Quich Department as one of the origin ?	4937	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Which band had members who are now in The Bleeding Heart Band?	4941	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
In which cities do some railways operated by Russian railways start?	4942	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Where did john o conner study?	4952	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Which city council owns the Ted Williams tunnel and Leonard Memorial ridge?	4955	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Whose relatives are Clan McDuck and Huey, Dewey, and Louie?	4960	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Which office holder's constituency is Haight-Ashbury and has military unit as USS Kittiwake ?	4966	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Which TV show's writer is Erik Jendresen and distributor is HBO?	4968	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Name the military conflict whose commander was Colin Powell and took place in israel ?	4970	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
